order_item_id,order_id,product_id,quantity,unit_price,discount_percent,is_return,discount_valid
689,569,357,4,1073.88,41.92,False,True
690,583,66,2,2388.75,20.21,False,True
691,1261,179,4,2273.71,20.43,False,True
692,94,371,7,2409.57,34.66,False,True
693,1320,20,1,188.85,26.35,False,True
694,539,46,8,1254.88,7.52,False,True
695,447,199,6,2155.41,23.56,False,True
697,23,75,6,641.48,11.02,False,True
698,217,471,1,1571.2,34.36,False,True
699,307,225,2,179.01,1.92,False,True
700,82,432,4,19.02,32.46,False,True
701,848,523,2,225.52,13.2,False,True
702,279,7,8,838.54,33.75,False,True
703,1113,462,3,223.88,35.62,False,True
704,868,320,4,1050.61,10.75,False,True
705,18,145,3,198.96,27.8,False,True
706,51,130,-4,290.76,50.51,True,True
707,463,7,3,251.94,43.53,False,True
708,351,70,2,1308.02,43.37,False,True
709,1406,375,2,1260.32,22.29,False,True
710,1127,84,8,1727.22,42.24,False,True
711,193,391,1,1877.28,55.03,False,True
712,981,548,4,172.59,36.52,False,True
713,317,521,3,2010.25,57.69,False,True
714,637,55,3,424.46,9.75,False,True
715,111,182,3,1565.05,13.72,False,True
716,1357,160,5,1220.75,12.69,False,True
717,270,538,6,1445.3,42.07,False,True
718,1379,130,3,95.11,3.04,False,True
719,1464,153,8,1247.58,7.63,False,True
720,212,250,3,1260.83,53.18,False,True
722,1219,237,8,892.87,5.76,False,True
723,1101,230,1,1631.14,5.38,False,True
724,1399,76,1,2152.2,44.94,False,True
725,1088,224,5,623.61,32.47,False,True
726,566,69,3,1420.89,12.18,False,True
727,243,430,6,1017.63,58.13,False,True
728,856,403,1,961.0,55.79,False,True
729,173,525,1,761.48,45.78,False,True
730,522,308,7,981.83,18.37,False,True
731,387,231,5,1619.82,27.22,False,True
732,266,173,2,225.71,15.34,False,True
733,842,141,6,670.05,40.75,False,True
734,1052,41,2,1851.06,8.85,False,True
735,492,319,7,662.86,20.33,False,True
736,491,138,5,2368.35,11.2,False,True
737,749,59,4,655.55,48.91,False,True
738,1413,247,6,2121.61,24.34,False,True
739,766,274,7,2290.76,16.11,False,True
740,678,465,5,1805.76,54.97,False,True
741,688,205,6,1412.97,16.25,False,True
742,792,515,7,525.51,4.74,False,True
743,703,293,1,1433.85,56.21,False,True
744,628,521,7,1491.88,56.4,False,True
745,1180,391,3,286.54,0.81,False,True
746,566,140,2,667.91,55.99,False,True
747,586,54,4,623.29,56.46,False,True
748,239,309,4,1797.39,33.99,False,True
749,451,469,1,79.82,43.85,False,True
750,1016,544,3,2330.14,43.79,False,True
751,915,95,6,395.26,58.17,False,True
752,573,181,8,653.11,39.03,False,True
753,1391,511,3,2174.89,40.6,False,True
754,1417,542,3,560.3,27.18,False,True
755,1183,441,4,491.47,100.0,False,False
756,127,48,6,2039.15,55.95,False,True
757,129,26,1,95.73,29.03,False,True
758,1398,183,3,802.87,56.72,False,True
759,246,436,-3,570.64,47.51,True,True
760,446,408,2,1238.47,2.1,False,True
761,250,203,3,1297.65,54.39,False,True
762,55,191,8,1961.31,43.15,False,True
763,1261,361,4,2274.31,9.05,False,True
764,1420,454,3,8.55,28.42,False,True
765,1421,228,4,1060.95,21.0,False,True
766,72,481,8,118.68,36.43,False,True
767,248,518,4,955.93,29.48,False,True
768,320,406,4,2232.91,33.61,False,True
769,375,92,7,2307.99,32.05,False,True
770,529,413,5,331.91,58.19,False,True
771,444,157,1,1588.68,17.52,False,True
772,316,355,3,1794.8,41.12,False,True
773,378,183,1,945.68,37.08,False,True
774,692,217,7,609.4,47.42,False,True
775,981,251,1,682.53,29.51,False,True
776,215,242,-3,576.64,18.29,True,True
777,250,332,2,553.28,24.08,False,True
778,118,521,4,1429.42,39.41,False,True
779,791,65,8,117.36,34.12,False,True
780,357,69,5,184.69,55.1,False,True
781,701,338,2,1442.7,59.09,False,True
782,1211,329,3,155.19,48.67,False,True
783,38,260,1,182.45,29.77,False,True
784,279,92,4,1431.08,25.8,False,True
785,1271,414,8,1017.93,31.39,False,True
786,442,76,8,582.15,59.11,False,True
787,380,136,1,1153.65,34.61,False,True
788,1087,548,7,884.28,56.16,False,True
789,1293,317,7,825.4,57.23,False,True
791,49,358,5,1409.79,55.3,False,True
793,634,446,8,1484.75,53.09,False,True
794,183,430,6,1069.44,15.42,False,True
795,678,34,-2,885.74,28.22,True,True
796,78,396,3,2407.4,6.59,False,True
797,1301,367,4,806.14,22.26,False,True
798,955,9,3,1324.9,40.47,False,True
799,874,307,6,1537.13,37.25,False,True
800,1147,344,5,1037.8,17.91,False,True
801,677,269,5,1864.6,15.44,False,True
802,150,313,4,1883.69,42.34,False,True
803,530,283,5,2193.3,31.55,False,True
804,1385,176,6,1253.76,43.38,False,True
805,1482,224,5,253.9,58.04,False,True
806,1170,457,2,2151.75,28.74,False,True
807,618,532,7,929.51,35.14,False,True
808,258,39,5,1418.88,22.89,False,True
809,132,152,1,2058.29,44.24,False,True
810,729,110,8,836.63,21.37,False,True
811,1448,402,8,2409.79,25.81,False,True
812,162,224,6,1383.61,41.75,False,True
813,813,398,6,124.9,53.41,False,True
814,391,418,3,88.55,18.6,False,True
815,600,188,2,51.7,27.05,False,True
816,1187,426,7,1954.67,1.68,False,True
817,1131,322,5,956.67,3.01,False,True
818,1340,92,8,2223.73,15.81,False,True
819,77,310,3,574.81,50.08,False,True
820,97,168,5,1058.2,26.91,False,True
821,690,164,3,1560.9,8.18,False,True
822,276,339,4,515.01,1.32,False,True
823,405,260,2,1677.47,27.38,False,True
824,22,449,8,1526.13,48.83,False,True
825,511,59,4,144.84,10.38,False,True
826,473,265,1,545.88,57.05,False,True
827,270,48,2,2366.64,48.57,False,True
828,34,94,3,1656.48,3.13,False,True
829,765,60,7,2291.15,52.99,False,True
830,948,105,8,806.18,6.35,False,True
831,1231,188,6,1601.35,52.34,False,True
832,903,158,3,852.0,3.85,False,True
833,319,325,6,966.27,16.9,False,True
834,522,520,4,1216.24,27.08,False,True
835,157,191,1,302.47,30.81,False,True
836,483,355,1,1675.68,53.93,False,True
837,931,51,1,1995.85,35.9,False,True
838,722,107,5,1737.64,19.1,False,True
839,225,506,8,2363.64,14.99,False,True
840,1142,466,5,378.39,10.57,False,True
841,1391,329,7,2125.74,11.72,False,True
842,4,201,5,1109.83,1.11,False,True
843,1029,532,6,34.3,48.27,False,True
844,22,384,6,183.07,18.79,False,True
845,1397,459,3,996.17,12.55,False,True
846,1225,325,8,2303.6,47.69,False,True
847,328,368,2,2215.13,5.02,False,True
848,1239,138,-3,1433.9,9.05,True,True
849,586,120,7,549.82,19.06,False,True
850,1362,412,3,1616.15,37.35,False,True
851,608,185,6,1659.8,1.62,False,True
852,1370,348,2,561.47,51.08,False,True
853,90,280,4,1762.41,49.14,False,True
854,172,182,3,1956.37,17.76,False,True
855,1358,116,7,1360.88,59.49,False,True
856,611,9,6,659.05,23.37,False,True
857,626,137,1,1987.56,55.68,False,True
858,1020,453,6,1304.35,57.59,False,True
859,1307,412,5,1938.8,26.12,False,True
860,265,223,3,1788.57,8.69,False,True
861,154,198,2,118.45,15.18,False,True
862,445,116,2,229.67,26.79,False,True
863,833,285,3,1286.65,44.12,False,True
864,41,59,7,57.24,10.09,False,True
865,5,64,-2,1871.25,11.6,True,True
867,501,543,1,2338.62,9.71,False,True
868,856,176,1,153.81,41.85,False,True
869,336,469,4,447.39,53.37,False,True
870,1028,395,4,540.15,54.01,False,True
871,171,518,7,446.7,14.87,False,True
872,1131,313,2,478.73,47.47,False,True
873,412,232,4,876.57,44.23,False,True
874,1492,65,1,1018.12,29.58,False,True
875,195,45,6,2064.68,38.09,False,True
876,1103,536,5,622.17,7.65,False,True
877,1243,456,2,884.1,34.77,False,True
878,1093,253,8,449.6,59.44,False,True
879,1499,155,7,1337.0,36.7,False,True
880,725,97,5,1543.77,53.47,False,True
881,333,352,7,1572.55,26.66,False,True
882,611,140,8,673.95,45.89,False,True
883,844,434,2,1912.35,23.78,False,True
884,45,4,5,1716.57,33.55,False,True
885,1405,292,4,2007.81,50.82,False,True
886,231,421,8,1299.87,12.38,False,True
887,1191,550,7,735.95,1.68,False,True
888,594,324,-5,420.83,48.37,True,True
889,21,335,1,414.25,27.52,False,True
890,813,410,1,50.11,16.23,False,True
891,518,368,1,1392.92,33.33,False,True
892,1364,43,4,1549.04,15.71,False,True
893,218,356,1,377.7,47.3,False,True
894,27,49,-1,1700.74,45.59,True,True
895,826,105,6,1614.4,58.09,False,True
896,733,397,4,2064.54,39.9,False,True
897,603,443,8,2285.38,39.22,False,True
898,1088,484,1,82.92,12.24,False,True
899,763,126,5,761.03,7.89,False,True
900,1220,45,6,2386.96,55.75,False,True
901,767,169,3,1969.56,19.42,False,True
902,705,447,7,1921.46,51.31,False,True
903,256,9,5,1101.74,29.93,False,True
904,984,399,6,934.05,26.22,False,True
905,350,99,4,784.79,4.91,False,True
906,281,295,2,419.73,53.97,False,True
907,116,4,3,2366.53,4.08,False,True
908,1469,484,3,1585.1,9.42,False,True
909,555,549,6,1391.43,19.27,False,True
910,666,176,3,1704.76,42.77,False,True
911,641,104,6,1225.69,26.92,False,True
912,113,345,1,911.37,15.5,False,True
914,898,542,5,284.78,27.67,False,True
915,730,308,8,502.6,54.08,False,True
916,417,38,1,559.5,13.07,False,True
917,171,71,3,1070.67,28.47,False,True
918,1096,180,6,1987.04,28.51,False,True
919,20,293,6,1712.26,7.33,False,True
920,1417,314,4,2316.82,28.96,False,True
921,1049,52,2,893.82,11.28,False,True
922,572,391,8,1857.06,35.55,False,True
923,815,67,7,345.7,15.42,False,True
924,771,441,1,1525.93,47.42,False,True
925,1413,38,6,1201.83,31.88,False,True
926,480,349,7,1660.61,17.25,False,True
927,1333,302,5,1550.04,50.36,False,True
928,1260,469,6,2060.59,19.72,False,True
929,1455,357,2,2107.25,8.61,False,True
930,904,474,2,2050.9,32.43,False,True
931,1310,463,6,1877.78,54.95,False,True
932,538,337,4,1066.51,9.59,False,True
933,802,536,4,1597.3,30.17,False,True
934,890,550,4,1526.34,50.06,False,True
935,164,282,1,2219.33,47.7,False,True
936,1345,171,1,929.16,51.69,False,True
937,867,213,2,1571.87,44.67,False,True
938,1103,22,1,1923.16,11.71,False,True
939,1379,405,-1,309.04,35.07,True,True
940,22,255,8,771.9,18.91,False,True
941,249,250,1,1726.76,32.1,False,True
942,207,515,6,157.19,12.73,False,True
943,945,212,8,518.08,8.39,False,True
945,1268,62,6,2438.69,50.49,False,True
946,882,93,8,1665.82,20.06,False,True
947,791,385,3,895.89,6.94,False,True
948,778,298,1,1651.76,54.66,False,True
949,966,498,3,1364.03,45.94,False,True
950,775,420,-2,740.99,22.66,True,True
951,523,263,7,195.98,37.41,False,True
952,1427,473,4,840.23,38.09,False,True
953,614,420,6,2408.52,40.16,False,True
954,1120,2,1,663.83,12.51,False,True
955,276,522,5,1692.7,31.73,False,True
956,1186,236,1,1440.48,2.69,False,True
957,1015,412,1,1426.32,32.19,False,True
958,570,522,6,1887.23,51.34,False,True
959,486,337,3,2115.42,15.95,False,True
960,403,22,2,1973.15,50.35,False,True
961,555,36,2,1270.61,28.19,False,True
962,1336,368,4,540.05,28.49,False,True
963,29,258,1,1558.61,57.09,False,True
964,396,525,1,469.79,7.99,False,True
965,542,171,2,1639.75,52.19,False,True
966,175,36,8,339.21,16.77,False,True
967,41,58,5,253.76,16.24,False,True
968,492,78,5,251.48,8.67,False,True
969,568,477,-5,1189.3,58.98,True,True
970,1177,417,2,2479.68,47.61,False,True
971,380,297,-2,435.12,32.01,True,True
972,1274,53,7,252.55,3.02,False,True
973,25,153,3,144.95,46.74,False,True
974,66,344,7,1805.0,21.62,False,True
975,839,32,-4,1192.11,3.6,True,True
976,1014,250,1,69.86,36.92,False,True
977,184,195,8,433.3,12.25,False,True
978,780,43,2,1639.44,11.14,False,True
979,52,260,5,1859.99,59.93,False,True
980,228,172,2,1187.53,15.41,False,True
981,502,417,4,1900.14,47.19,False,True
982,270,189,7,43.41,12.88,False,True
983,1204,277,1,1460.44,49.4,False,True
984,972,185,3,1054.56,18.95,False,True
986,1387,138,6,1462.94,22.94,False,True
987,270,109,6,2387.93,55.33,False,True
988,187,175,7,2483.45,43.95,False,True
989,1098,424,7,321.62,59.95,False,True
990,20,513,5,63.97,26.3,False,True
991,1347,91,1,1229.29,34.04,False,True
992,176,448,4,985.63,37.52,False,True
993,405,334,5,1277.1,56.67,False,True
994,81,517,7,799.81,8.88,False,True
995,20,173,8,1717.37,51.97,False,True
996,736,337,-2,1904.6,100.0,True,False
997,1124,532,7,1136.33,36.73,False,True
998,7,529,2,307.69,47.9,False,True
999,48,95,3,2051.9,29.67,False,True
1000,936,545,8,1851.33,23.29,False,True
1001,1110,345,2,2357.29,32.86,False,True
1002,984,265,1,2303.79,58.35,False,True
1003,1055,284,2,2226.34,14.66,False,True
1004,913,85,2,799.26,33.32,False,True
1005,757,266,5,379.45,38.16,False,True
1006,1362,13,4,697.95,26.79,False,True
1007,769,257,5,2158.76,8.9,False,True
1008,110,98,1,2026.23,32.34,False,True
1009,188,520,4,1285.78,46.02,False,True
1010,3,153,1,1329.54,4.2,False,True
1011,537,333,6,1594.75,18.69,False,True
1012,456,353,5,222.54,59.55,False,True
1013,1147,143,2,1718.11,37.7,False,True
1014,1294,336,7,290.48,27.88,False,True
1015,355,225,1,139.19,14.54,False,True
1016,294,470,3,505.26,34.07,False,True
1017,1285,438,1,1638.89,31.94,False,True
1018,767,12,6,564.85,53.47,False,True
1019,530,320,5,1639.45,58.71,False,True
1020,859,225,1,272.14,14.2,False,True
1021,750,512,4,2410.28,50.72,False,True
1022,532,241,2,1230.47,10.14,False,True
1023,651,104,8,1672.11,27.18,False,True
1024,8,522,7,2337.69,46.99,False,True
1026,1046,277,8,2075.52,34.69,False,True
1027,1309,213,2,2016.66,33.94,False,True
1028,618,150,5,2030.18,18.43,False,True
1029,859,388,3,221.77,25.97,False,True
1030,518,365,3,47.89,41.46,False,True
1031,580,91,8,1936.4,4.82,False,True
1033,589,513,3,1811.42,16.63,False,True
1034,860,550,-4,1015.85,1.1,True,True
1035,202,104,3,2038.87,11.76,False,True
1036,572,85,1,300.57,18.66,False,True
1037,1082,435,-2,1244.19,43.8,True,True
1038,1035,395,3,160.89,6.3,False,True
1039,915,51,1,2346.2,55.14,False,True
1040,973,120,8,1870.11,28.0,False,True
1041,1336,425,7,2210.84,59.26,False,True
1042,727,53,5,2114.28,49.29,False,True
1043,674,374,2,519.05,13.41,False,True
1044,1086,170,3,1397.49,50.23,False,True
1045,1071,4,1,1789.07,56.73,False,True
1046,217,437,-5,282.12,58.56,True,True
1047,317,133,7,632.03,7.24,False,True
1048,406,497,8,2196.38,6.36,False,True
1049,15,187,6,1962.02,58.22,False,True
1050,65,16,5,489.42,12.8,False,True
1051,810,191,7,1464.78,23.07,False,True
1052,1370,392,5,999.03,23.34,False,True
1053,907,366,2,618.54,54.86,False,True
1054,747,146,2,2097.63,49.41,False,True
1055,796,75,-1,547.88,58.75,True,True
1056,1329,536,3,708.76,44.88,False,True
1057,231,228,5,1260.96,0.61,False,True
1058,220,436,1,794.4,8.84,False,True
1059,755,73,7,1747.22,47.65,False,True
1060,474,338,2,12.83,7.11,False,True
1061,566,511,3,1229.01,35.11,False,True
1062,870,126,6,805.77,51.85,False,True
1063,281,79,6,2018.91,35.54,False,True
1064,1153,510,5,391.14,38.37,False,True
1065,1376,473,1,388.0,26.11,False,True
1066,758,287,3,96.51,6.1,False,True
1067,944,209,2,907.33,45.28,False,True
1068,985,545,8,1663.13,5.86,False,True
1069,652,315,3,2222.22,4.37,False,True
1070,618,516,3,961.39,10.37,False,True
1071,532,404,3,2234.29,30.97,False,True
1072,615,47,3,30.66,22.63,False,True
1073,424,148,4,2357.98,32.91,False,True
1074,822,488,3,548.63,43.32,False,True
1075,974,54,1,1994.34,56.17,False,True
1076,806,240,6,1944.66,20.81,False,True
1077,53,538,3,1188.29,44.53,False,True
1078,671,461,1,789.11,44.27,False,True
1079,843,462,8,1252.03,15.28,False,True
1080,894,79,4,2078.78,8.83,False,True
1081,371,489,3,1141.33,3.58,False,True
1082,361,180,2,270.51,27.89,False,True
1083,760,502,8,270.99,46.77,False,True
1084,323,381,7,1444.93,22.49,False,True
1086,370,424,1,243.66,15.97,False,True
1088,952,20,2,1003.15,53.23,False,True
1089,81,351,5,1460.34,24.8,False,True
1090,940,188,4,2132.76,26.43,False,True
1091,1154,286,4,2290.12,13.34,False,True
1092,1153,34,6,653.97,20.99,False,True
1093,1493,333,4,322.42,59.48,False,True
1094,1011,185,2,2056.5,39.13,False,True
1095,612,440,7,1134.14,49.44,False,True
1096,930,171,4,1472.34,44.94,False,True
1097,1201,383,-1,1266.64,18.08,True,True
1098,6,429,7,2116.99,2.68,False,True
1099,21,106,3,1489.58,46.3,False,True
1100,761,307,1,702.33,54.83,False,True
1101,1198,231,4,621.93,57.44,False,True
1102,502,367,6,2265.14,20.64,False,True
1103,122,117,6,712.78,40.98,False,True
1104,69,232,5,1739.38,11.62,False,True
1105,503,198,4,988.32,25.61,False,True
1106,15,28,4,310.51,47.32,False,True
1107,554,93,8,1951.29,23.57,False,True
1108,1253,138,4,2417.62,4.52,False,True
1109,942,317,2,2266.5,35.72,False,True
1110,550,96,6,1557.22,35.16,False,True
1111,371,406,2,1206.64,24.05,False,True
1112,868,281,7,633.43,54.34,False,True
1113,1437,27,8,2022.59,0.27,False,True
1114,1215,163,5,791.94,3.67,False,True
1115,341,109,6,889.79,16.25,False,True
1116,1475,143,5,598.22,31.05,False,True
1117,905,497,3,656.02,7.61,False,True
1118,1419,258,2,1256.79,49.12,False,True
1119,1287,330,2,1478.8,58.15,False,True
1120,620,495,7,2074.64,12.54,False,True
1121,481,175,7,888.95,37.05,False,True
1122,118,170,5,2400.29,53.01,False,True
1123,684,516,4,2074.71,58.36,False,True
1124,657,448,7,1972.4,30.47,False,True
1125,815,494,3,909.22,51.74,False,True
1126,1306,327,7,426.09,11.01,False,True
1127,718,9,6,1824.69,38.14,False,True
1128,345,308,4,1474.51,10.82,False,True
1129,27,93,3,617.98,17.25,False,True
1130,1175,180,7,989.08,26.6,False,True
1131,276,420,6,2070.94,34.84,False,True
1132,882,199,5,1619.3,13.9,False,True
1133,154,52,4,617.8,32.32,False,True
1134,364,138,2,221.67,22.94,False,True
1135,12,48,3,1156.2,19.22,False,True
1136,576,410,7,2078.23,58.54,False,True
1137,266,401,6,30.76,13.7,False,True
1138,356,205,7,1649.29,40.4,False,True
1139,422,203,5,711.37,26.12,False,True
1140,282,205,5,2250.32,54.92,False,True
1141,403,471,7,1310.78,25.21,False,True
1142,65,433,5,1512.99,58.48,False,True
1143,569,439,6,254.72,1.19,False,True
1144,178,507,3,752.95,52.93,False,True
1145,588,225,5,199.03,13.14,False,True
1146,708,439,7,1433.64,45.65,False,True
1147,23,170,6,1864.67,45.66,False,True
1148,857,43,4,1291.72,15.97,False,True
1150,641,494,2,980.08,19.28,False,True
1151,1209,17,4,1195.0,40.32,False,True
1152,103,313,7,1843.91,27.34,False,True
1153,1071,269,7,1820.71,45.15,False,True
1154,1335,360,7,2123.45,52.61,False,True
1155,479,414,2,922.52,41.64,False,True
1156,1064,382,1,2346.26,28.52,False,True
1157,1425,171,5,839.63,38.99,False,True
1158,1152,395,-2,911.54,25.7,True,True
1159,692,38,5,2287.54,14.74,False,True
1160,56,406,4,60.52,42.05,False,True
1161,247,139,7,2220.19,34.48,False,True
1162,576,84,8,1272.67,19.75,False,True
1163,1029,338,1,971.09,34.36,False,True
1164,419,312,8,2468.59,50.63,False,True
1165,1306,331,5,1429.65,7.08,False,True
1166,933,61,7,1913.66,32.7,False,True
1167,823,454,-4,518.8,45.75,True,True
1168,824,167,1,1189.04,34.81,False,True
1169,364,522,3,1228.89,25.12,False,True
1170,662,209,2,1146.57,0.36,False,True
1171,867,316,5,398.55,41.73,False,True
1172,1097,241,4,2394.31,59.37,False,True
1173,1232,20,7,1126.85,35.93,False,True
1174,131,349,1,922.82,31.83,False,True
1175,557,238,5,1648.43,3.26,False,True
1176,301,78,7,1181.33,0.33,False,True
1177,1299,386,4,1696.11,38.71,False,True
1178,1188,54,5,2206.8,43.36,False,True
1180,112,160,8,2200.19,30.79,False,True
1181,1105,33,2,1138.38,31.72,False,True
1182,1231,425,5,2083.14,19.57,False,True
1183,62,20,6,2378.77,38.81,False,True
1184,1293,283,1,1060.34,6.74,False,True
1185,1229,395,8,1018.33,33.45,False,True
1186,1087,137,2,1143.44,48.27,False,True
1187,863,200,5,676.96,35.69,False,True
1188,1291,189,8,2250.48,0.66,False,True
1189,605,147,6,541.3,35.13,False,True
1190,320,229,3,1380.54,27.08,False,True
1191,1443,61,8,6.92,17.62,False,True
1192,769,326,5,109.86,41.9,False,True
1193,871,262,8,1975.48,16.7,False,True
1194,34,249,5,2101.8,32.81,False,True
1195,244,361,8,625.68,56.34,False,True
1196,820,421,3,580.9,24.19,False,True
1197,950,542,3,935.22,49.0,False,True
1198,1366,179,5,469.06,11.07,False,True
1199,842,132,-4,998.4,56.92,True,True
1200,1166,418,7,1527.63,53.38,False,True
1201,1231,159,4,542.26,44.09,False,True
1202,819,528,3,933.56,0.74,False,True
1203,249,253,5,2238.56,5.74,False,True
1204,410,541,2,391.12,0.59,False,True
1205,10,69,8,2325.22,37.02,False,True
1206,138,313,1,2177.43,33.84,False,True
1207,446,308,8,806.89,50.62,False,True
1208,963,136,7,1612.85,23.02,False,True
1209,328,139,3,143.75,20.21,False,True
1210,476,32,7,1073.13,6.14,False,True
1211,535,411,1,1624.34,24.14,False,True
1212,270,5,4,1571.73,100.0,False,False
1213,838,103,6,2445.54,45.87,False,True
1215,247,168,4,1207.99,51.03,False,True
1216,199,14,4,1607.7,59.43,False,True
1217,717,64,3,2415.17,20.01,False,True
1218,1274,73,4,528.87,17.9,False,True
1219,377,301,8,720.09,46.78,False,True
1220,1011,442,-5,1042.88,13.53,True,True
1221,135,6,6,195.16,4.28,False,True
1222,966,35,6,229.12,57.66,False,True
1223,341,356,4,2429.14,48.84,False,True
1224,1144,363,2,1823.65,19.26,False,True
1225,926,267,7,1674.35,39.98,False,True
1226,816,49,1,131.19,14.75,False,True
1227,26,319,5,2461.86,14.92,False,True
1228,1458,154,1,1704.03,23.62,False,True
1229,329,41,7,1712.81,58.33,False,True
1230,44,456,7,807.63,20.28,False,True
1231,783,290,4,2168.04,20.55,False,True
1232,856,136,8,753.45,30.19,False,True
1233,1039,55,8,111.22,36.31,False,True
1234,990,44,2,1500.72,32.45,False,True
1235,1481,289,4,1703.47,48.65,False,True
1236,776,103,6,1404.39,48.02,False,True
1237,494,191,7,85.71,47.92,False,True
1238,1377,163,8,1696.91,57.12,False,True
1239,745,286,1,2159.54,40.73,False,True
1240,282,202,5,979.05,37.06,False,True
1241,695,250,8,2010.75,7.94,False,True
1242,835,185,7,2307.51,58.57,False,True
1243,283,394,1,328.7,33.33,False,True
1244,919,7,7,125.8,3.11,False,True
1245,485,43,1,930.56,31.85,False,True
1246,1313,90,1,1561.49,0.66,False,True
1247,444,45,1,2014.71,1.73,False,True
1248,748,139,-3,850.72,46.04,True,True
1249,943,380,6,582.01,38.96,False,True
1250,383,402,7,112.28,27.81,False,True
1251,1010,303,5,2453.8,8.22,False,True
1252,654,293,5,1735.25,13.51,False,True
1253,186,128,2,1797.32,20.87,False,True
1254,718,543,5,1906.41,24.37,False,True
1255,344,380,8,135.57,22.79,False,True
1256,481,419,3,777.44,26.86,False,True
1257,607,460,7,2254.99,7.86,False,True
1258,724,65,2,939.27,0.26,False,True
1259,904,236,2,1060.79,18.96,False,True
1260,111,356,6,326.73,4.5,False,True
1261,503,335,1,1775.59,43.92,False,True
1262,749,219,8,1460.89,27.61,False,True
1263,1173,82,7,1089.64,18.02,False,True
1264,1472,415,7,2213.51,11.69,False,True
1265,661,507,8,992.99,22.46,False,True
1266,960,51,8,2119.67,5.32,False,True
1267,544,251,2,1411.34,36.21,False,True
1268,886,501,3,1727.06,28.74,False,True
1269,1398,137,7,726.29,52.11,False,True
1270,274,330,7,2337.25,27.61,False,True
1271,1265,192,4,1556.76,13.43,False,True
1272,1096,347,4,1716.6,5.64,False,True
1273,1411,1,4,1904.06,16.73,False,True
1275,19,495,2,824.0,20.53,False,True
1276,797,59,7,1423.14,4.17,False,True
1278,438,159,3,2284.46,28.05,False,True
1279,448,209,1,2387.58,17.92,False,True
1280,980,29,4,1398.49,22.71,False,True
1281,71,344,5,342.5,43.68,False,True
1282,77,485,1,335.03,1.11,False,True
1283,1328,445,3,1072.93,22.28,False,True
1284,5,441,1,616.55,48.29,False,True
1285,1357,366,7,2208.18,56.75,False,True
1286,1493,73,6,1489.56,12.53,False,True
1287,1071,223,8,1872.66,42.48,False,True
1288,1226,80,7,90.78,53.32,False,True
1289,643,15,4,361.59,52.34,False,True
1290,608,222,5,2233.5,6.05,False,True
1291,1472,547,2,827.21,55.97,False,True
1292,467,258,-1,460.22,44.48,True,True
1293,335,141,5,2347.92,49.6,False,True
1294,1305,166,8,165.21,30.07,False,True
1295,290,132,8,149.23,58.35,False,True
1296,595,70,2,2468.69,43.4,False,True
1297,1179,379,5,981.58,19.47,False,True
1298,878,455,7,486.03,14.49,False,True
1299,8,456,2,131.48,34.44,False,True
1300,289,428,1,251.9,54.05,False,True
1302,672,368,3,640.64,0.34,False,True
1303,108,396,7,2021.85,17.47,False,True
1304,118,366,5,816.11,53.51,False,True
1305,620,267,8,2332.72,100.0,False,False
1306,414,207,7,47.39,50.19,False,True
1307,963,43,4,1023.48,37.33,False,True
1308,549,158,7,156.6,41.62,False,True
1309,1498,50,4,80.84,52.36,False,True
1311,993,499,3,1390.32,21.75,False,True
1312,1249,277,1,1162.78,46.2,False,True
1313,1416,504,1,1434.73,38.35,False,True
1314,457,258,1,355.19,0.07,False,True
1315,1469,257,1,2004.57,21.23,False,True
1317,466,99,8,1180.56,27.62,False,True
1318,1249,375,5,171.4,44.27,False,True
1319,1407,536,3,2098.55,38.48,False,True
1320,812,527,7,402.14,13.19,False,True
1321,880,32,7,1792.5,9.94,False,True
1322,861,493,2,2124.02,41.99,False,True
1323,787,413,2,931.97,31.78,False,True
1324,185,480,3,2216.45,49.3,False,True
1325,1154,320,1,2334.24,14.13,False,True
1326,943,148,8,1563.56,1.62,False,True
1327,311,176,1,94.6,45.77,False,True
1328,878,324,8,143.79,16.83,False,True
1329,955,458,2,1569.66,29.78,False,True
1330,643,208,1,2108.27,27.77,False,True
1331,136,362,1,1396.78,30.6,False,True
1332,1247,400,4,1266.29,26.6,False,True
1333,421,538,-2,2398.91,23.92,True,True
1334,310,244,3,290.72,40.07,False,True
1335,58,342,2,390.94,47.35,False,True
1336,1072,397,2,1279.31,48.51,False,True
1337,1329,501,-4,973.12,57.94,True,True
1338,76,122,4,1205.21,33.29,False,True
1339,794,237,7,1655.08,27.25,False,True
1340,95,249,8,823.12,24.83,False,True
1341,1063,231,6,1727.84,29.21,False,True
1342,484,104,4,254.87,37.93,False,True
1343,1396,326,6,321.81,28.71,False,True
1344,1236,228,5,662.2,58.91,False,True
1345,1101,215,2,774.88,3.08,False,True
1346,1437,105,6,2127.83,32.15,False,True
1347,910,117,2,1860.42,26.27,False,True
1348,923,458,3,584.14,48.26,False,True
1349,1286,274,5,1032.97,48.61,False,True
1350,51,238,7,2384.68,3.98,False,True
1351,447,138,8,1267.55,7.14,False,True
1352,1193,511,3,1505.54,8.84,False,True
1353,900,240,4,1778.12,49.79,False,True
1354,679,378,3,2489.84,10.5,False,True
1355,186,385,2,1377.23,15.26,False,True
1356,507,444,8,2276.4,47.68,False,True
1357,965,261,6,1858.81,32.69,False,True
1358,1332,85,2,1064.61,20.2,False,True
1360,588,102,5,1670.78,53.36,False,True
